a,b,div_4,div_8,div_12
3,71,0.0423,0.04225352,0.042253521127
71,3,23.6667,23.66666667,23.666666666667
7,30,0.2333,0.23333333,0.233333333333
30,7,4.2857,4.28571429,4.285714285714
2,10,0.2,0.2,0.2
10,2,5.0,5.0,5.0
8,42,0.1905,0.19047619,0.190476190476
42,8,5.25,5.25,5.25
7,24,0.2917,0.29166667,0.291666666667
24,7,3.4286,3.42857143,3.428571428571
6,51,0.1176,0.11764706,0.117647058824
51,6,8.5,8.5,8.5
6,66,0.0909,0.09090909,0.090909090909
66,6,11.0,11.0,11.0
8,97,0.0825,0.08247423,0.082474226804
97,8,12.125,12.125,12.125
2,37,0.0541,0.05405405,0.054054054054
37,2,18.5,18.5,18.5
4,41,0.0976,0.09756098,0.09756097561
41,4,10.25,10.25,10.25
2,22,0.0909,0.09090909,0.090909090909
22,2,11.0,11.0,11.0
9,69,0.1304,0.13043478,0.130434782609
69,9,7.6667,7.66666667,7.666666666667
2,34,0.0588,0.05882353,0.058823529412
34,2,17.0,17.0,17.0
4,88,0.0455,0.04545455,0.045454545455
88,4,22.0,22.0,22.0
2,12,0.1667,0.16666667,0.166666666667
12,2,6.0,6.0,6.0
5,41,0.122,0.12195122,0.121951219512
41,5,8.2,8.2,8.2
2,50,0.04,0.04,0.04
50,2,25.0,25.0,25.0
8,87,0.092,0.09195402,0.091954022989
87,8,10.875,10.875,10.875
7,80,0.0875,0.0875,0.0875
80,7,11.4286,11.42857143,11.428571428571
9,47,0.1915,0.19148936,0.191489361702
47,9,5.2222,5.22222222,5.222222222222
6,41,0.1463,0.14634146,0.146341463415
41,6,6.8333,6.83333333,6.833333333333
5,11,0.4545,0.45454545,0.454545454545
11,5,2.2,2.2,2.2
4,75,0.0533,0.05333333,0.053333333333
75,4,18.75,18.75,18.75
6,47,0.1277,0.12765957,0.127659574468
47,6,7.8333,7.83333333,7.833333333333
5,46,0.1087,0.10869565,0.108695652174
46,5,9.2,9.2,9.2
7,61,0.1148,0.1147541,0.114754098361
61,7,8.7143,8.71428571,8.714285714286
6,83,0.0723,0.07228916,0.072289156627
83,6,13.8333,13.83333333,13.833333333333
5,62,0.0806,0.08064516,0.08064516129
62,5,12.4,12.4,12.4
8,81,0.0988,0.09876543,0.098765432099
81,8,10.125,10.125,10.125
3,34,0.0882,0.08823529,0.088235294118
34,3,11.3333,11.33333333,11.333333333333
4,31,0.129,0.12903226,0.129032258065
31,4,7.75,7.75,7.75
3,36,0.0833,0.08333333,0.083333333333
36,3,12.0,12.0,12.0
5,32,0.1562,0.15625,0.15625
32,5,6.4,6.4,6.4
3,60,0.05,0.05,0.05
60,3,20.0,20.0,20.0
8,92,0.087,0.08695652,0.086956521739
92,8,11.5,11.5,11.5
7,39,0.1795,0.17948718,0.179487179487
39,7,5.5714,5.57142857,5.571428571429
8,32,0.25,0.25,0.25
32,8,4.0,4.0,4.0
3,62,0.0484,0.0483871,0.048387096774
62,3,20.6667,20.66666667,20.666666666667
5,65,0.0769,0.07692308,0.076923076923
65,5,13.0,13.0,13.0
2,16,0.125,0.125,0.125
16,2,8.0,8.0,8.0
7,55,0.1273,0.12727273,0.127272727273
55,7,7.8571,7.85714286,7.857142857143
47,-19,-2.4737,-2.47368421,-2.473684210526
-19,47,-0.4043,-0.40425532,-0.404255319149
-69,27,-2.5556,-2.55555556,-2.555555555556
27,-69,-0.3913,-0.39130435,-0.391304347826
-63,-46,1.3696,1.36956522,1.369565217391
-46,-63,0.7302,0.73015873,0.730158730159
67,-26,-2.5769,-2.57692308,-2.576923076923
-26,67,-0.3881,-0.3880597,-0.388059701493
98,-95,-1.0316,-1.03157895,-1.031578947368
-95,98,-0.9694,-0.96938776,-0.969387755102
51,-23,-2.2174,-2.2173913,-2.217391304348
-23,51,-0.451,-0.45098039,-0.450980392157
98,-88,-1.1136,-1.11363636,-1.113636363636
-88,98,-0.898,-0.89795918,-0.897959183673
91,-77,-1.1818,-1.18181818,-1.181818181818
-77,91,-0.8462,-0.84615385,-0.846153846154
-68,86,-0.7907,-0.79069767,-0.790697674419
86,-68,-1.2647,-1.26470588,-1.264705882353
-69,-59,1.1695,1.16949153,1.169491525424
-59,-69,0.8551,0.85507246,0.855072463768
60,-77,-0.7792,-0.77922078,-0.779220779221
-77,60,-1.2833,-1.28333333,-1.283333333333
65,-19,-3.4211,-3.42105263,-3.421052631579
-19,65,-0.2923,-0.29230769,-0.292307692308
87,-55,-1.5818,-1.58181818,-1.581818181818
-55,87,-0.6322,-0.63218391,-0.632183908046
-55,56,-0.9821,-0.98214286,-0.982142857143
56,-55,-1.0182,-1.01818182,-1.018181818182
-53,-77,0.6883,0.68831169,0.688311688312
-77,-53,1.4528,1.45283019,1.452830188679
-85,-49,1.7347,1.73469388,1.734693877551
-49,-85,0.5765,0.57647059,0.576470588235
52,-54,-0.963,-0.96296296,-0.962962962963
-54,52,-1.0385,-1.03846154,-1.038461538462
25,-79,-0.3165,-0.3164557,-0.316455696203
-79,25,-3.16,-3.16,-3.16
35,-14,-2.5,-2.5,-2.5
-14,35,-0.4,-0.4,-0.4
-47,-11,4.2727,4.27272727,4.272727272727
-11,-47,0.234,0.23404255,0.234042553191
-17,-23,0.7391,0.73913043,0.739130434783
-23,-17,1.3529,1.35294118,1.352941176471
-48,-51,0.9412,0.94117647,0.941176470588
-51,-48,1.0625,1.0625,1.0625
-15,-52,0.2885,0.28846154,0.288461538462
-52,-15,3.4667,3.46666667,3.466666666667
84,-33,-2.5455,-2.54545455,-2.545454545455
-33,84,-0.3929,-0.39285714,-0.392857142857
80,-46,-1.7391,-1.73913043,-1.739130434783
-46,80,-0.575,-0.575,-0.575
41,-19,-2.1579,-2.15789474,-2.157894736842
-19,41,-0.4634,-0.46341463,-0.463414634146
65,-97,-0.6701,-0.67010309,-0.670103092784
-97,65,-1.4923,-1.49230769,-1.492307692308
-16,90,-0.1778,-0.17777778,-0.177777777778
90,-16,-5.625,-5.625,-5.625
-23,-33,0.697,0.6969697,0.69696969697
-33,-23,1.4348,1.43478261,1.434782608696
-67,97,-0.6907,-0.69072165,-0.690721649485
97,-67,-1.4478,-1.44776119,-1.44776119403
-44,-40,1.1,1.1,1.1
-40,-44,0.9091,0.90909091,0.909090909091
-85,65,-1.3077,-1.30769231,-1.307692307692
65,-85,-0.7647,-0.76470588,-0.764705882353
47,-90,-0.5222,-0.52222222,-0.522222222222
-90,47,-1.9149,-1.91489362,-1.914893617021
61,-30,-2.0333,-2.03333333,-2.033333333333
-30,61,-0.4918,-0.49180328,-0.491803278689
-79,-49,1.6122,1.6122449,1.612244897959
-49,-79,0.6203,0.62025316,0.620253164557
86,-47,-1.8298,-1.82978723,-1.829787234043
-47,86,-0.5465,-0.54651163,-0.546511627907
28,-29,-0.9655,-0.96551724,-0.965517241379
-29,28,-1.0357,-1.03571429,-1.035714285714
-89,91,-0.978,-0.97802198,-0.978021978022
91,-89,-1.0225,-1.02247191,-1.022471910112
-96,-35,2.7429,2.74285714,2.742857142857
-35,-96,0.3646,0.36458333,0.364583333333
-49,66,-0.7424,-0.74242424,-0.742424242424
66,-49,-1.3469,-1.34693878,-1.34693877551
-63,55,-1.1455,-1.14545455,-1.145454545455
55,-63,-0.873,-0.87301587,-0.873015873016
-29,-84,0.3452,0.3452381,0.345238095238
-84,-29,2.8966,2.89655172,2.896551724138
95,-82,-1.1585,-1.15853659,-1.158536585366
-82,95,-0.8632,-0.86315789,-0.863157894737
-38,-58,0.6552,0.65517241,0.655172413793
-58,-38,1.5263,1.52631579,1.526315789474
53,-96,-0.5521,-0.55208333,-0.552083333333
-96,53,-1.8113,-1.81132075,-1.811320754717
-92,-13,7.0769,7.07692308,7.076923076923
-13,-92,0.1413,0.14130435,0.141304347826
-65,44,-1.4773,-1.47727273,-1.477272727273
44,-65,-0.6769,-0.67692308,-0.676923076923
-31,53,-0.5849,-0.58490566,-0.584905660377
53,-31,-1.7097,-1.70967742,-1.709677419355
87,-23,-3.7826,-3.7826087,-3.782608695652
-23,87,-0.2644,-0.26436782,-0.264367816092
-42,13,-3.2308,-3.23076923,-3.230769230769
13,-42,-0.3095,-0.30952381,-0.309523809524
-75,85,-0.8824,-0.88235294,-0.882352941176
85,-75,-1.1333,-1.13333333,-1.133333333333
-89,77,-1.1558,-1.15584416,-1.155844155844
77,-89,-0.8652,-0.86516854,-0.865168539326
86,-93,-0.9247,-0.92473118,-0.924731182796
-93,86,-1.0814,-1.08139535,-1.081395348837
69,-40,-1.725,-1.725,-1.725
-40,69,-0.5797,-0.57971014,-0.579710144928
-48,17,-2.8235,-2.82352941,-2.823529411765
17,-48,-0.3542,-0.35416667,-0.354166666667
89,-76,-1.1711,-1.17105263,-1.171052631579
-76,89,-0.8539,-0.85393258,-0.85393258427
-75,14,-5.3571,-5.35714286,-5.357142857143
14,-75,-0.1867,-0.18666667,-0.186666666667
20,-67,-0.2985,-0.29850746,-0.298507462687
-67,20,-3.35,-3.35,-3.35
94,-79,-1.1899,-1.18987342,-1.189873417722
-79,94,-0.8404,-0.84042553,-0.840425531915
63,-71,-0.8873,-0.88732394,-0.887323943662
-71,63,-1.127,-1.12698413,-1.126984126984
39,-28,-1.3929,-1.39285714,-1.392857142857
-28,39,-0.7179,-0.71794872,-0.717948717949
39,-96,-0.4062,-0.40625,-0.40625
-96,39,-2.4615,-2.46153846,-2.461538461538
-18,16,-1.125,-1.125,-1.125
16,-18,-0.8889,-0.88888889,-0.888888888889
-21,48,-0.4375,-0.4375,-0.4375
48,-21,-2.2857,-2.28571429,-2.285714285714
-96,78,-1.2308,-1.23076923,-1.230769230769
78,-96,-0.8125,-0.8125,-0.8125
-71,46,-1.5435,-1.54347826,-1.54347826087
46,-71,-0.6479,-0.64788732,-0.647887323944
-46,-14,3.2857,3.28571429,3.285714285714
-14,-46,0.3043,0.30434783,0.304347826087
81,-29,-2.7931,-2.79310345,-2.793103448276
-29,81,-0.358,-0.35802469,-0.358024691358
-59,-67,0.8806,0.88059701,0.880597014925
-67,-59,1.1356,1.13559322,1.135593220339
-84,76,-1.1053,-1.10526316,-1.105263157895
76,-84,-0.9048,-0.9047619,-0.904761904762
-6,-79,0.0759,0.07594937,0.075949367089
-79,-6,13.1667,13.16666667,13.166666666667
8,-39,-0.2051,-0.20512821,-0.205128205128
-39,8,-4.875,-4.875,-4.875
5,-95,-0.0526,-0.05263158,-0.052631578947
-95,5,-19.0,-19.0,-19.0
-5,48,-0.1042,-0.10416667,-0.104166666667
48,-5,-9.6,-9.6,-9.6
-9,-15,0.6,0.6,0.6
-15,-9,1.6667,1.66666667,1.666666666667
4,-46,-0.087,-0.08695652,-0.086956521739
-46,4,-11.5,-11.5,-11.5
2,-80,-0.025,-0.025,-0.025
-80,2,-40.0,-40.0,-40.0
-8,53,-0.1509,-0.1509434,-0.150943396226
53,-8,-6.625,-6.625,-6.625
-7,-82,0.0854,0.08536585,0.085365853659
-82,-7,11.7143,11.71428571,11.714285714286
-9,-34,0.2647,0.26470588,0.264705882353
-34,-9,3.7778,3.77777778,3.777777777778
-7,29,-0.2414,-0.24137931,-0.241379310345
29,-7,-4.1429,-4.14285714,-4.142857142857
-6,-58,0.1034,0.10344828,0.103448275862
-58,-6,9.6667,9.66666667,9.666666666667
-9,-45,0.2,0.2,0.2
-45,-9,5.0,5.0,5.0
-5,-59,0.0847,0.08474576,0.084745762712
-59,-5,11.8,11.8,11.8
-3,-71,0.0423,0.04225352,0.042253521127
-71,-3,23.6667,23.66666667,23.666666666667
-7,-30,0.2333,0.23333333,0.233333333333
-30,-7,4.2857,4.28571429,4.285714285714
-2,10,-0.2,-0.2,-0.2
10,-2,-5.0,-5.0,-5.0
8,-42,-0.1905,-0.19047619,-0.190476190476
-42,8,-5.25,-5.25,-5.25
-7,-24,0.2917,0.29166667,0.291666666667
-24,-7,3.4286,3.42857143,3.428571428571
-6,51,-0.1176,-0.11764706,-0.117647058824
51,-6,-8.5,-8.5,-8.5
-6,-66,0.0909,0.09090909,0.090909090909
-66,-6,11.0,11.0,11.0
-8,-97,0.0825,0.08247423,0.082474226804
-97,-8,12.125,12.125,12.125
-2,37,-0.0541,-0.05405405,-0.054054054054
37,-2,-18.5,-18.5,-18.5
-4,-41,0.0976,0.09756098,0.09756097561
-41,-4,10.25,10.25,10.25
-2,22,-0.0909,-0.09090909,-0.090909090909
22,-2,-11.0,-11.0,-11.0
-9,69,-0.1304,-0.13043478,-0.130434782609
69,-9,-7.6667,-7.66666667,-7.666666666667
2,-34,-0.0588,-0.05882353,-0.058823529412
-34,2,-17.0,-17.0,-17.0
-4,-88,0.0455,0.04545455,0.045454545455
-88,-4,22.0,22.0,22.0
-2,12,-0.1667,-0.16666667,-0.166666666667
12,-2,-6.0,-6.0,-6.0
5,-41,-0.122,-0.12195122,-0.121951219512
-41,5,-8.2,-8.2,-8.2
-2,50,-0.04,-0.04,-0.04
50,-2,-25.0,-25.0,-25.0
8,-87,-0.092,-0.09195402,-0.091954022989
-87,8,-10.875,-10.875,-10.875
-7,80,-0.0875,-0.0875,-0.0875
80,-7,-11.4286,-11.42857143,-11.428571428571
9,-47,-0.1915,-0.19148936,-0.191489361702
-47,9,-5.2222,-5.22222222,-5.222222222222
-6,-41,0.1463,0.14634146,0.146341463415
-41,-6,6.8333,6.83333333,6.833333333333
-5,11,-0.4545,-0.45454545,-0.454545454545
11,-5,-2.2,-2.2,-2.2
-4,75,-0.0533,-0.05333333,-0.053333333333
75,-4,-18.75,-18.75,-18.75
-6,47,-0.1277,-0.12765957,-0.127659574468
47,-6,-7.8333,-7.83333333,-7.833333333333
5,-46,-0.1087,-0.10869565,-0.108695652174
-46,5,-9.2,-9.2,-9.2
7,-61,-0.1148,-0.1147541,-0.114754098361
-61,7,-8.7143,-8.71428571,-8.714285714286
-6,83,-0.0723,-0.07228916,-0.072289156627
83,-6,-13.8333,-13.83333333,-13.833333333333
5,-62,-0.0806,-0.08064516,-0.08064516129
-62,5,-12.4,-12.4,-12.4
-8,-81,0.0988,0.09876543,0.098765432099
-81,-8,10.125,10.125,10.125
-3,-34,0.0882,0.08823529,0.088235294118
-34,-3,11.3333,11.33333333,11.333333333333
4,-31,-0.129,-0.12903226,-0.129032258065
-31,4,-7.75,-7.75,-7.75
-3,36,-0.0833,-0.08333333,-0.083333333333
36,-3,-12.0,-12.0,-12.0
5,-32,-0.1562,-0.15625,-0.15625
-32,5,-6.4,-6.4,-6.4
-3,60,-0.05,-0.05,-0.05
60,-3,-20.0,-20.0,-20.0
-8,-92,0.087,0.08695652,0.086956521739
-92,-8,11.5,11.5,11.5
-7,-39,0.1795,0.17948718,0.179487179487
-39,-7,5.5714,5.57142857,5.571428571429
-8,-32,0.25,0.25,0.25
-32,-8,4.0,4.0,4.0
3,-62,-0.0484,-0.0483871,-0.048387096774
-62,3,-20.6667,-20.66666667,-20.666666666667
5,-65,-0.0769,-0.07692308,-0.076923076923
-65,5,-13.0,-13.0,-13.0
-2,-16,0.125,0.125,0.125
-16,-2,8.0,8.0,8.0
-7,55,-0.1273,-0.12727273,-0.127272727273
55,-7,-7.8571,-7.85714286,-7.857142857143
898,178,5.0449,5.04494382,5.044943820225
178,898,0.1982,0.19821826,0.198218262806
549,614,0.8941,0.89413681,0.894136807818
614,549,1.1184,1.11839709,1.11839708561
793,993,0.7986,0.79859013,0.798590130916
993,793,1.2522,1.25220681,1.252206809584
785,557,1.4093,1.40933573,1.40933572711
557,785,0.7096,0.70955414,0.709554140127
645,855,0.7544,0.75438596,0.754385964912
855,645,1.3256,1.3255814,1.325581395349
120,298,0.4027,0.40268456,0.402684563758
298,120,2.4833,2.48333333,2.483333333333
657,900,0.73,0.73,0.73
900,657,1.3699,1.36986301,1.369863013699
783,335,2.3373,2.33731343,2.337313432836
335,783,0.4278,0.42784163,0.427841634738
643,119,5.4034,5.40336134,5.403361344538
119,643,0.1851,0.18506998,0.185069984448
329,993,0.3313,0.33131923,0.331319234642
993,329,3.0182,3.01823708,3.018237082067
616,847,0.7273,0.72727273,0.727272727273
847,616,1.375,1.375,1.375
345,710,0.4859,0.48591549,0.485915492958
710,345,2.058,2.05797101,2.057971014493
816,104,7.8462,7.84615385,7.846153846154
104,816,0.1275,0.12745098,0.127450980392
488,446,1.0942,1.0941704,1.094170403587
446,488,0.9139,0.91393443,0.91393442623
236,640,0.3688,0.36875,0.36875
640,236,2.7119,2.71186441,2.71186440678
965,932,1.0354,1.03540773,1.035407725322
932,965,0.9658,0.96580311,0.965803108808
927,309,3.0,3.0,3.0
309,927,0.3333,0.33333333,0.333333333333
588,543,1.0829,1.08287293,1.082872928177
543,588,0.9235,0.92346939,0.923469387755
333,646,0.5155,0.51547988,0.515479876161
646,333,1.9399,1.93993994,1.93993993994
259,710,0.3648,0.36478873,0.364788732394
710,259,2.7413,2.74131274,2.741312741313
952,152,6.2632,6.26315789,6.263157894737
152,952,0.1597,0.15966387,0.159663865546
795,653,1.2175,1.21745789,1.217457886677
653,795,0.8214,0.82138365,0.821383647799
341,570,0.5982,0.59824561,0.598245614035
570,341,1.6716,1.67155425,1.671554252199
215,800,0.2687,0.26875,0.26875
800,215,3.7209,3.72093023,3.720930232558
684,535,1.2785,1.27850467,1.278504672897
535,684,0.7822,0.78216374,0.78216374269
784,150,5.2267,5.22666667,5.226666666667
150,784,0.1913,0.19132653,0.191326530612
914,251,3.6414,3.64143426,3.641434262948
251,914,0.2746,0.27461707,0.274617067834
968,870,1.1126,1.11264368,1.112643678161
870,968,0.8988,0.89876033,0.898760330579
168,586,0.2867,0.28668942,0.286689419795
586,168,3.4881,3.48809524,3.488095238095
122,949,0.1286,0.12855638,0.128556375132
949,122,7.7787,7.77868852,7.77868852459
802,960,0.8354,0.83541667,0.835416666667
960,802,1.197,1.19700748,1.197007481297
752,482,1.5602,1.56016598,1.560165975104
482,752,0.641,0.64095745,0.640957446809
937,267,3.5094,3.5093633,3.50936329588
267,937,0.285,0.28495197,0.284951974386
343,777,0.4414,0.44144144,0.441441441441
777,343,2.2653,2.26530612,2.265306122449
846,125,6.768,6.768,6.768
125,846,0.1478,0.14775414,0.147754137116
611,313,1.9521,1.95207668,1.952076677316
313,611,0.5123,0.51227496,0.512274959083
994,987,1.0071,1.0070922,1.007092198582
987,994,0.993,0.99295775,0.992957746479
435,159,2.7358,2.73584906,2.735849056604
159,435,0.3655,0.36551724,0.365517241379
429,209,2.0526,2.05263158,2.052631578947
209,429,0.4872,0.48717949,0.487179487179
597,162,3.6852,3.68518519,3.685185185185
162,597,0.2714,0.27135678,0.27135678392
273,218,1.2523,1.25229358,1.252293577982
218,273,0.7985,0.7985348,0.798534798535
463,658,0.7036,0.70364742,0.703647416413
658,463,1.4212,1.42116631,1.421166306695
454,533,0.8518,0.85178236,0.851782363977
533,454,1.174,1.17400881,1.174008810573
487,114,4.2719,4.27192982,4.271929824561
114,487,0.2341,0.23408624,0.2340862423
106,886,0.1196,0.11963883,0.119638826185
886,106,8.3585,8.35849057,8.358490566038
558,796,0.701,0.70100503,0.701005025126
796,558,1.4265,1.4265233,1.426523297491
737,853,0.864,0.86400938,0.864009378664
853,737,1.1574,1.15739484,1.157394843962
307,209,1.4689,1.46889952,1.468899521531
209,307,0.6808,0.68078176,0.680781758958
221,428,0.5164,0.51635514,0.516355140187
428,221,1.9367,1.93665158,1.93665158371
472,725,0.651,0.65103448,0.651034482759
725,472,1.536,1.53601695,1.536016949153
223,740,0.3014,0.30135135,0.301351351351
740,223,3.3184,3.31838565,3.318385650224
435,748,0.5816,0.5815508,0.581550802139
748,435,1.7195,1.71954023,1.719540229885
599,841,0.7122,0.71224732,0.712247324614
841,599,1.404,1.40400668,1.404006677796
118,451,0.2616,0.2616408,0.261640798226
451,118,3.822,3.8220339,3.822033898305
560,129,4.3411,4.34108527,4.341085271318
129,560,0.2304,0.23035714,0.230357142857
777,940,0.8266,0.82659574,0.826595744681
940,777,1.2098,1.20978121,1.209781209781
175,835,0.2096,0.20958084,0.209580838323
835,175,4.7714,4.77142857,4.771428571429
791,923,0.857,0.85698808,0.85698808234
923,791,1.1669,1.16687737,1.166877370417
595,707,0.8416,0.84158416,0.841584158416
707,595,1.1882,1.18823529,1.188235294118
152,548,0.2774,0.27737226,0.277372262774
548,152,3.6053,3.60526316,3.605263157895
876,704,1.2443,1.24431818,1.244318181818
704,876,0.8037,0.80365297,0.803652968037
672,980,0.6857,0.68571429,0.685714285714
980,672,1.4583,1.45833333,1.458333333333
144,458,0.3144,0.31441048,0.314410480349
458,144,3.1806,3.18055556,3.180555555556
663,121,5.4793,5.47933884,5.479338842975
121,663,0.1825,0.18250377,0.182503770739
881,670,1.3149,1.31492537,1.314925373134
670,881,0.7605,0.76049943,0.760499432463
361,212,1.7028,1.70283019,1.702830188679
212,361,0.5873,0.58725762,0.587257617729
382,511,0.7476,0.74755382,0.747553816047
511,382,1.3377,1.33769634,1.337696335079
917,793,1.1564,1.15636822,1.156368221942
793,917,0.8648,0.86477644,0.864776444929
706,250,2.824,2.824,2.824
250,706,0.3541,0.35410765,0.354107648725
115,724,0.1588,0.15883978,0.158839779006
724,115,6.2957,6.29565217,6.295652173913
49,573,0.0855,0.08551483,0.085514834206
573,49,11.6939,11.69387755,11.69387755102
99,986,0.1004,0.10040568,0.100405679513
986,99,9.9596,9.95959596,9.959595959596
73,642,0.1137,0.11370717,0.113707165109
642,73,8.7945,8.79452055,8.794520547945
92,490,0.1878,0.1877551,0.187755102041
490,92,5.3261,5.32608696,5.326086956522
30,147,0.2041,0.20408163,0.204081632653
147,30,4.9,4.9,4.9
98,530,0.1849,0.18490566,0.184905660377
530,98,5.4082,5.40816327,5.408163265306
22,749,0.0294,0.0293725,0.029372496662
749,22,34.0455,34.04545455,34.045454545455
21,274,0.0766,0.07664234,0.076642335766
274,21,13.0476,13.04761905,13.047619047619
55,760,0.0724,0.07236842,0.072368421053
760,55,13.8182,13.81818182,13.818181818182
94,105,0.8952,0.8952381,0.895238095238
105,94,1.117,1.11702128,1.117021276596
39,864,0.0451,0.04513889,0.045138888889
864,39,22.1538,22.15384615,22.153846153846
94,513,0.1832,0.18323587,0.183235867446
513,94,5.4574,5.45744681,5.457446808511
58,861,0.0674,0.06736353,0.067363530778
861,58,14.8448,14.84482759,14.844827586207
71,859,0.0827,0.08265425,0.082654249127
859,71,12.0986,12.09859155,12.098591549296
16,282,0.0567,0.05673759,0.056737588652
282,16,17.625,17.625,17.625
88,508,0.1732,0.17322835,0.173228346457
508,88,5.7727,5.77272727,5.772727272727
5,341,0.0147,0.01466276,0.014662756598
341,5,68.2,68.2,68.2
36,651,0.0553,0.05529954,0.055299539171
651,36,18.0833,18.08333333,18.083333333333
6,742,0.0081,0.00808625,0.008086253369
742,6,123.6667,123.66666667,123.666666666667
76,141,0.539,0.53900709,0.539007092199
141,76,1.8553,1.85526316,1.855263157895
47,714,0.0658,0.06582633,0.065826330532
714,47,15.1915,15.19148936,15.191489361702
50,546,0.0916,0.09157509,0.091575091575
546,50,10.92,10.92,10.92
33,648,0.0509,0.05092593,0.050925925926
648,33,19.6364,19.63636364,19.636363636364
72,925,0.0778,0.07783784,0.077837837838
925,72,12.8472,12.84722222,12.847222222222
11,359,0.0306,0.03064067,0.030640668524
359,11,32.6364,32.63636364,32.636363636364
79,651,0.1214,0.12135177,0.121351766513
651,79,8.2405,8.24050633,8.240506329114
28,651,0.043,0.04301075,0.043010752688
651,28,23.25,23.25,23.25
86,720,0.1194,0.11944444,0.119444444444
720,86,8.3721,8.37209302,8.372093023256
97,549,0.1767,0.17668488,0.176684881603
549,97,5.6598,5.65979381,5.659793814433
79,875,0.0903,0.09028571,0.090285714286
875,79,11.0759,11.07594937,11.075949367089
73,629,0.1161,0.11605723,0.116057233704
629,73,8.6164,8.61643836,8.616438356164
41,441,0.093,0.09297052,0.092970521542
441,41,10.7561,10.75609756,10.756097560976
85,632,0.1345,0.13449367,0.134493670886
632,85,7.4353,7.43529412,7.435294117647
92,516,0.1783,0.17829457,0.178294573643
516,92,5.6087,5.60869565,5.608695652174
79,159,0.4969,0.49685535,0.496855345912
159,79,2.0127,2.01265823,2.012658227848
17,424,0.0401,0.04009434,0.040094339623
424,17,24.9412,24.94117647,24.941176470588
17,143,0.1189,0.11888112,0.118881118881
143,17,8.4118,8.41176471,8.411764705882
96,323,0.2972,0.29721362,0.297213622291
323,96,3.3646,3.36458333,3.364583333333
78,260,0.3,0.3,0.3
260,78,3.3333,3.33333333,3.333333333333
13,217,0.0599,0.05990783,0.059907834101
217,13,16.6923,16.69230769,16.692307692308
53,767,0.0691,0.06910039,0.069100391134
767,53,14.4717,14.47169811,14.471698113208
33,418,0.0789,0.07894737,0.078947368421
418,33,12.6667,12.66666667,12.666666666667
71,847,0.0838,0.08382527,0.083825265643
847,71,11.9296,11.92957746,11.929577464789
70,661,0.1059,0.10590015,0.105900151286
661,70,9.4429,9.44285714,9.442857142857
15,988,0.0152,0.01518219,0.015182186235
988,15,65.8667,65.86666667,65.866666666667
16,668,0.024,0.0239521,0.023952095808
668,16,41.75,41.75,41.75
37,639,0.0579,0.05790297,0.057902973396
639,37,17.2703,17.27027027,17.27027027027
6,987,0.0061,0.00607903,0.006079027356
987,6,164.5,164.5,164.5
91,472,0.1928,0.19279661,0.192796610169
472,91,5.1868,5.18681319,5.186813186813
72,101,0.7129,0.71287129,0.712871287129
101,72,1.4028,1.40277778,1.402777777778
37,700,0.0529,0.05285714,0.052857142857
700,37,18.9189,18.91891892,18.918918918919
44,357,0.1232,0.1232493,0.12324929972
357,44,8.1136,8.11363636,8.113636363636
83,572,0.1451,0.1451049,0.145104895105
572,83,6.8916,6.89156627,6.89156626506
65,569,0.1142,0.1142355,0.114235500879
569,65,8.7538,8.75384615,8.753846153846
22,944,0.0233,0.02330508,0.023305084746
944,22,42.9091,42.90909091,42.909090909091
898,-178,-5.0449,-5.04494382,-5.044943820225
-178,898,-0.1982,-0.19821826,-0.198218262806
549,-614,-0.8941,-0.89413681,-0.894136807818
-614,549,-1.1184,-1.11839709,-1.11839708561
-793,-993,0.7986,0.79859013,0.798590130916
-993,-793,1.2522,1.25220681,1.252206809584
785,-557,-1.4093,-1.40933573,-1.40933572711
-557,785,-0.7096,-0.70955414,-0.709554140127
-645,-855,0.7544,0.75438596,0.754385964912
-855,-645,1.3256,1.3255814,1.325581395349
-120,298,-0.4027,-0.40268456,-0.402684563758
298,-120,-2.4833,-2.48333333,-2.483333333333
-657,-900,0.73,0.73,0.73
-900,-657,1.3699,1.36986301,1.369863013699
-783,-335,2.3373,2.33731343,2.337313432836
-335,-783,0.4278,0.42784163,0.427841634738
643,-119,-5.4034,-5.40336134,-5.403361344538
-119,643,-0.1851,-0.18506998,-0.185069984448
329,-993,-0.3313,-0.33131923,-0.331319234642
-993,329,-3.0182,-3.01823708,-3.018237082067
-616,847,-0.7273,-0.72727273,-0.727272727273
847,-616,-1.375,-1.375,-1.375
345,-710,-0.4859,-0.48591549,-0.485915492958
-710,345,-2.058,-2.05797101,-2.057971014493
-816,104,-7.8462,-7.84615385,-7.846153846154
104,-816,-0.1275,-0.12745098,-0.127450980392
-488,-446,1.0942,1.0941704,1.094170403587
-446,-488,0.9139,0.91393443,0.91393442623
-236,640,-0.3688,-0.36875,-0.36875
640,-236,-2.7119,-2.71186441,-2.71186440678
965,-932,-1.0354,-1.03540773,-1.035407725322
-932,965,-0.9658,-0.96580311,-0.965803108808
-927,-309,3.0,3.0,3.0
-309,-927,0.3333,0.33333333,0.333333333333
-588,543,-1.0829,-1.08287293,-1.082872928177
543,-588,-0.9235,-0.92346939,-0.923469387755
-333,-646,0.5155,0.51547988,0.515479876161
-646,-333,1.9399,1.93993994,1.93993993994
259,-710,-0.3648,-0.36478873,-0.364788732394
